講義名,開講期間,曜日・時限,講義室,URL
解剖生理学Ａ　Y22440と同時限,第1・2,木4,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y60281_ja_JP.html
数学特別講義ⅩⅨ,第1・2,木4,理-10番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11690_ja_JP.html
電磁気学Ⅱ,第1・2,木4,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12060_ja_JP.html
量子化学,第1・2,木4,理-4番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13184_ja_JP.html
有機機器分析,第1・2,木4,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13263_ja_JP.html
タンパク質生化学,第1・2,木4,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14073_ja_JP.html
細胞機能学演習Ⅰ,第1・2,木4,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15345_ja_JP.html
力学基礎,第1・2,木4,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_RT2011_ja_JP.html
基礎生体適応学,第1・2,木4,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_RT4051_ja_JP.html
基礎生体制御学実験,第1・2,木4,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15021_ja_JP.html
線形代数基礎,第1・2,木4,全学講義棟 1-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_RT1003-6_ja_JP.html
確率・統計基礎,第1・2,木4,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_RT1005-2_ja_JP.html
ハードウェア工学,第1・2,木4,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73360_ja_JP.html
社会デザインプロセス論,第1・2,木4,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76330_ja_JP.html
課題探索型セミナーⅠ,第1・2,木4,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html
機械工作実習,第1・2,木4,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html
電気電子物理工学実験Ⅱ,第1・2,木4,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html
建築設計製図Ⅱ,第1・2,木4,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html
応用化学実験Ⅰ,第1・2,木4,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html
応用化学実験Ⅲ,第1・2,木4,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html
ロシア語Ⅱa（講読）　隔年開講,第1・2,木4,全学講義棟 2-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX24211_ja_JP.html
地域金融×地域創生入門　第１・２ターム 木４,第1・2,木4,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ500111_ja_JP.html
考古学研究基礎Ⅰ,第1・2,木4,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110530_ja_JP.html
国際人口移動研究基礎Ⅱ,第1・2,木4,教養学部304演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110720_ja_JP.html
人間論Ⅰ,第1・2,木4,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC124110_ja_JP.html
Topics in Japanese Studies I,第1・2,木4,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC221880_ja_JP.html
発生生物学特論2,第1・2,木4,理-2番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12110_ja_JP.html
幾何学特論Ⅵ,第1・2,木4,理-10番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240301/240301_MM31150_ja_JP.html
課題解決型特別演習E　前期,第1・2,木4,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80150_ja_JP.html
知的財産権の概要とその活用,第1・2,木4,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM87020_ja_JP.html
課題解決型特別演習B　前期,第1・2,木4,工-52,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM87060_ja_JP.html
生体制御学特論5,第1・2,木4,工-セミナー室6,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240100/240100_MM10100_ja_JP.html
科学技術日本語Ⅲ　(前期)(梶山),第1・2,木4,工-演習室3,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80050_ja_JP.html
課題解決型特別演習B,第1・2,木4,工-52,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/2500/2500_D90202_ja_JP.html
課題解決型特別演習E,第1・2,木4,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/2500/2500_D90220_ja_JP.html
日本政治思想史研究特論Ⅱ,第1・2,木4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13122_ja_JP.html
言語学入門Ｂ,第1・2,木5,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F31032_ja_JP.html
考古学実習Ａ,第1・2,木5,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32105_ja_JP.html
芸術論Ⅰ,第1・2,木5,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F34081_ja_JP.html
ドイツ語会話(初級)ⅠＡ,第1・2,木5,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F43031_ja_JP.html
数学科指導法Ｃ（他学部用）　他学部用,第1・2,木5,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P14059_ja_JP.html
国文学史概説Ｂ,第1・2,木5,教育Ａ１１３プロジェクト室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10161_ja_JP.html
中等社会科指導法A（地理歴史科）　電子黒板の教室,第1・2,木5,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12061_ja_JP.html
代数学Ａ,第1・2,木5,教育Ａ２１０講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14061_ja_JP.html
木管楽器演習Ａ,第1・2,木5,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18352_ja_JP.html
作曲 I （編曲法を含む）,第1・2,木5,コモ棟ＭＬ第１実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18502_ja_JP.html
教育学演習 IF,第1・2,木5,コモ棟教育学第２演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32216_ja_JP.html
心理学演習 IIA,第1・2,木5,心理・教育実践学第１演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34141_ja_JP.html
保育内容「健康」　副3年以上(22年入学者以前)、副2年以上(23年入学者～),第1・2,木5,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38030_ja_JP.html
子どもの保健Ａ　Y60130と同時限,第1・2,木5,コモ棟３０９講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38610_ja_JP.html
小児保健学　Y38610と同時限,第1・2,木5,コモ棟３０９講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y60130_ja_JP.html
応用解析学Ⅰ,第1・2,木5,理-10番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11395_ja_JP.html
機器分析,第1・2,木5,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13083_ja_JP.html
遺伝学演習Ⅰ,第1・2,木5,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15187_ja_JP.html
解析概論Ａ,第1・2,木5,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_RT1031_ja_JP.html
基礎生体制御学実験,第1・2,木5,学科指定教室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15021_ja_JP.html
機械設計学,第1・2,木5,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71140_ja_JP.html
情報基礎　(情報),第1・2,木5,工学部情報工学科棟-端末演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_TX67111_ja_JP.html
課題探索型セミナーⅠ,第1・2,木5,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html
機械工作実習,第1・2,木5,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html
電気電子物理工学実験Ⅱ,第1・2,木5,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html
建築設計製図Ⅱ,第1・2,木5,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html
応用化学実験Ⅰ,第1・2,木5,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html
応用化学実験Ⅲ,第1・2,木5,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html
AL2（経済社会とジェンダー）　第１・２ターム 木５,第1・2,木5,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ606031_ja_JP.html
芸術論研究基礎Ⅰ,第1・2,木5,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110410_ja_JP.html
異文化間教育論,第1・2,木5,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC123410_ja_JP.html
分子細胞学特論6,第1・2,木5,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240101/240101_MM11170_ja_JP.html
光ハードウェア機械学習特論,第1・2,木5,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33260_ja_JP.html
技術者のための産業経営特論　前期,第1・2,木5,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM87010_ja_JP.html
神経内分泌学特論,第1・2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250001/250001_D10400_ja_JP.html
情報理論的手法特論,第1・2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30540_ja_JP.html
日本語教育研究特論Ⅲ,第1・2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC12123_ja_JP.html
中国古典研究特論Ⅱ,第1・2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13432_ja_JP.html
演習　第１・２ターム,第1・2,木6,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80001_ja_JP.html
近代日本経済史　第１・２ターム,第1・2,木6,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80100_ja_JP.html
日本経済史,第1・2,木6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE321190_ja_JP.html
比較経営論,第1・2,木6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE321290_ja_JP.html
経済法,第1・2,木6,経-A401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE322260_ja_JP.html
環境政策論特論,第1・2,木6,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GE20440_ja_JP.html
現代日本経済論　第１・２ターム,第1・2,木7,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80143_ja_JP.html
国際マーケティング論,第1・2,木7,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE225170_ja_JP.html
環境政策論,第1・2,木7,東京ＳＣ,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BE322230_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00101_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F001010_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00102_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00103_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-33,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00104_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-34,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00105_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-35,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00106_ja_JP.html
アカデミックスキルズ,第1・2,金1,教養学部-38,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00107_ja_JP.html
アカデミックスキルズ,第1・2,金1,全学講義棟 1-204,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00108_ja_JP.html
アカデミックスキルズ,第1・2,金1,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00109_ja_JP.html
日本古典特殊講義Ⅰ,第1・2,金1,全学講義棟 1-302,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55031_ja_JP.html
共生のための社会言語学,第1・2,金1,教養学部-22,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F55108_ja_JP.html
球技Ｃ,第1・2,金1,サッカー場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22130_ja_JP.html
初等英語科指導法　小（教・理・も）・中（理・技）・副,第1・2,金1,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28021_ja_JP.html
初等英語科指導法　小（英・算・体）・中（英・数・体）・特・副,第1・2,金1,教育Ａ１１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28022_ja_JP.html
環境教育フィールド・スタディ,第1・2,金1,コモ棟コラボルーム,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32301_ja_JP.html
子ども家庭福祉論　Y60400と同時限,第1・2,金1,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38530_ja_JP.html
健康相談活動論,第1・2,金1,教育Ａ３０１学校保健学実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y60250_ja_JP.html
児童福祉論　Y38530と同時限,第1・2,金1,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y60400_ja_JP.html
無機化学Ⅱ,第1・2,金1,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74170_ja_JP.html
環境社会デザイン概論,第1・2,金1,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76010_ja_JP.html
建築環境工学,第1・2,金1,工-11,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76520_ja_JP.html
イノベーションとマーケティング,第1・2,金1,遠隔授業,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/05/05_T80090_ja_JP.html
英語Ⅰ(General English Skills 1a)　再履修（2015年度以前入学者用）　第1･2ターム連続,第1・2,金1,全学講義棟 2-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX11807_ja_JP.html
中国語Ⅱa（講読）　隔年開講,第1・2,金1,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX23212_ja_JP.html
言語習得論Ⅰ,第1・2,金1,教養学部-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC125140_ja_JP.html
水素変換材料工学特論,第1・2,金1,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240302/240302_MM32310_ja_JP.html
HiSEP特別講義Ⅲ,第1・2,金1,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM89030_ja_JP.html
調和解析特論,第1・2,金1,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30102_ja_JP.html
情報基礎,第1・2,金2,全学講義棟 1-206,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F00300_ja_JP.html
社会学特殊講義Ⅶ,第1・2,金2,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F25007_ja_JP.html
地理学総合演習Ⅰ,第1・2,金2,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F26091_ja_JP.html
Integrated English Skills(Reading)IIIA,第1・2,金2,教育機構棟4階大学院演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F43021_ja_JP.html
日本語学研究法,第1・2,金2,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F52021_ja_JP.html
日本近現代文学演習Ⅲ,第1・2,金2,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F56053_ja_JP.html
国語教育基礎研究Ａ,第1・2,金2,教育Ａ３２５講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10391_ja_JP.html
人文・社会科学基礎研究,第1・2,金2,教育Ａ２１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12330_ja_JP.html
数理科学,第1・2,金2,教育Ａ２１０講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14190_ja_JP.html
物理学,第1・2,金2,教育Ａ２１４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y16060_ja_JP.html
中等音楽科指導法Ｂ,第1・2,金2,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18045_ja_JP.html
運動学（運動方法学を含む）,第1・2,金2,教育Ａ２１３講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22310_ja_JP.html
運動方法実践研究Ｂ,第1・2,金2,総合体育館,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y22502_ja_JP.html
中等英語科指導法Ａ　（「英語科指導法Ａ」）,第1・2,金2,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28031_ja_JP.html
英文法概説Ａ　英,第1・2,金2,教育Ａ４２６講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y28112_ja_JP.html
教育評価概論,第1・2,金2,心理・教育実践学第１演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34180_ja_JP.html
保育内容「表現」　第１ターム、副4年以上,第1・2,金2,教育Ａ１１２講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38110_ja_JP.html
子どもの健康・安全・危機管理 I　人数制限あり 48人,第1・2,金2,教育Ａ３０１学校保健学実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y52130_ja_JP.html
基礎生物学演習Ⅰ,第1・2,金2,"理-2番講義室, 理-3番講義室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_R15028_ja_JP.html
地学概論,第1・2,金2,全学講義棟 1-304,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/04/04_R18224_ja_JP.html
無機化学Ⅰ,第1・2,金2,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_RT3031_ja_JP.html
線形代数基礎,第1・2,金2,工-12,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_RT1003-4_ja_JP.html
力学基礎,第1・2,金2,全学講義棟 3-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_RT2001-3_ja_JP.html
